,,Emissions Totals,,Emissions by Gas,,,,Emissions by Sector,,,,,,Energy Emissions by Sub-Sector,,,,,,Socio-economic Data,,
State,Year,Total GHG Emissions Excluding LUCF (MtCO2e),Total GHG Emissions Including LUCF (MtCO2e),Total CO2 (excluding LUCF) (MtCO2e),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land Use and Forestry (MtCO2e),Bunker Fuels (MtCO2e),Electric Power (MtCO2e),Commercial (MtCO2e),Residential (MtCO2e),Industrial (MtCO2e),Transportation (MtCO2e),Fugitive Emissions (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Total Energy Use (Thous. tonnes oil eq. (ktoe))
Wisconsin,1991,110.367436,80.27626439,88.80453675,12.50083707,8.574455905,0.487598001,90.42366596,0.922006743,13.97499923,5.046755803,-30.09117164,8.30E-06,34.60129791,5.045350141,10.2866434,14.78088818,25.70948632,0,117167,4964343,38457.57876
Wyoming,1991,72.60196081,58.10594453,60.66671549,9.676996428,2.148294432,0.109954453,70.04718602,0.662058387,1.714769162,0.177947242,-14.49601628,0,39.27291771,0.93696747,0.890578433,9.952779554,5.52046224,13.47348061,14118,459260,9786.860595
United States,1991,5937.116181,5038.459992,5102.353186,493.9938418,304.5804913,35.54129238,5283.365778,97.32791151,390.4530282,165.322094,-898.6561888,0.647368909,1809.768752,228.7857283,353.7347282,1086.629023,1641.958121,162.4894259,6627809,252980941,2127739.581
Alabama,1992,148.1421613,86.18774882,123.1022448,19.44004625,4.975890927,0.60110478,135.5033765,3.454596264,5.530202862,3.63111113,-61.95441253,0.022874585,57.27036185,2.123565169,3.334838693,28.67588699,31.03507704,13.06364677,89814,4154014,44186.34984
Alaska,1992,47.84998457,16.52288936,38.30447502,9.235885297,0.265583351,0.043981047,46.14261187,1.353171459,0.041554664,0.312586723,-31.32709521,5.99E-05,2.297832911,2.526602577,1.771202524,18.90488743,11.06190875,9.580177683,26151,588736,15806.1072
Arizona,1992,74.46987802,81.3848294,67.27603759,3.644601324,2.73776495,0.811474159,68.2117929,1.523562359,3.288378583,1.446144176,6.914951378,0,35.54052799,1.789168541,1.824556389,3.953991495,25.01312008,0.090428402,90282,3915740,24523.59854
Arkansas,1992,68.29083851,22.3553901,52.88640445,8.121860455,7.0040759,0.278497705,53.90039063,1.161874009,11.57476624,1.653807625,-45.93544841,0,22.21959213,1.593364795,2.486993146,9.713677542,17.05471662,0.832046407,49260,2415984,22036.07268
California,1992,412.7091565,383.5920624,360.5734469,31.12554435,18.11710199,2.771669546,371.173114,7.342853366,20.45035754,13.62143786,-29.11709409,0.121393703,45.65428027,17.52859799,27.84645779,73.64873785,202.1906331,4.304407058,891631,30974659,184206.8934
Colorado,1992,85.20256481,73.54635499,68.92815921,11.10399565,4.801081075,0.369328878,75.65316678,0.859250051,8.112266755,0.577881225,-11.65620983,0,31.70765297,4.134069747,5.630211187,7.531953228,20.67234573,5.976933922,97058,3495939,24794.2924
Connecticut,1992,43.62448402,39.26825686,40.81630172,1.328397674,1.201897859,0.277886771,41.24923102,0.311385608,0.311814292,1.752053098,-4.356227161,0,8.510864148,4.307098379,9.467798239,3.336157284,15.62731297,0,119832,3300712,20181.81219
Delaware,1992,18.82786518,19.09305646,17.59170198,0.335141887,0.804487359,0.096533952,17.83368702,0.102482787,0.60250141,0.28919396,0.265191279,0,6.786823507,0.554641646,1.17017812,4.374390095,4.947653653,0,27178,694925,6658.459084
District Of Columbia,1992,4.662383123,4.580534795,4.375138983,0.064809108,0.139103758,0.083331274,4.516286049,0.090384448,0,0.055712625,-0.081848327,0,0.116079843,1.375824756,1.006490987,0.032790683,1.98509978,0,50598,597565,4706.550233
Florida,1992,214.2694874,223.7303585,193.1213166,11.93442729,7.716873465,1.469193908,194.9191413,2.984245438,6.678037323,9.660387186,9.460871047,0.027676128,89.55735161,5.996800613,1.942587179,13.28009628,84.04791664,0.094389018,317416,13650553,83373.25476
Georgia,1992,143.8928036,100.878156,131.0976595,6.174444866,5.805979442,0.814536813,133.6031333,1.819814838,5.19898353,3.270688945,-43.01464761,0.000182992,53.15203002,3.986974389,6.986962073,18.71595531,50.7612115,0,176731,6817203,57118.69726
Hawaii,1992,22.39043384,22.1226562,20.67425654,1.016131052,0.596053902,0.087696269,20.71479009,0.200494436,0.56839551,0.890457719,-0.267777631,0.016296076,7.002323158,0.925489841,0.075324756,1.987215256,10.72443708,0,40834,1158613,7712.582598
Idaho,1992,19.34949651,-15.73082432,11.86295252,3.786977061,3.435622338,0.263944585,11.83241746,0.76570608,6.290606526,0.460766438,-35.08032082,0,0.002588843,0.872728441,0.830608313,3.391848965,6.734642901,0,22022,1071685,10585.63679
Illinois,1992,231.7599762,221.7037197,191.5554602,20.07033842,19.01589491,1.118278062,198.0107479,3.517907338,19.46950199,10.76181436,-10.05625648,4.63E-06,52.81952365,12.27127735,27.41039479,44.39120861,56.13198287,4.986360599,336296,11694184,91315.5819
Indiana,1992,221.4386291,207.5303348,201.1794327,7.678929369,11.31136031,1.268906744,202.7397904,3.281454466,11.39637531,4.021008905,-13.90829431,0,93.73732233,5.512739066,10.22399862,50.76819309,41.38472499,1.112812342,136438,5674547,62000.56095
Iowa,1992,96.82818333,88.37144496,66.45681971,11.99948595,18.0743805,0.297497162,65.77335521,2.133004153,26.96017642,1.961647542,-8.456738364,0,26.64747582,3.141876283,5.277913488,14.26088409,16.43591851,0.009287027,66862,2818401,24527.73127
Kansas,1992,92.70979298,82.50427648,67.8052544,13.63074763,11.00664483,0.26714612,71.34530312,2.06826961,17.85913226,1.437087997,-10.20551651,0,24.75666561,3.138333306,4.088719384,16.42097195,18.7030118,4.23760107,63062,2532394,26408.47652
Kentucky,1992,143.6910847,128.2152819,123.4562864,13.37614603,5.686362553,1.172289725,130.4683448,2.003866903,7.888890346,3.329982674,-15.47580289,0,68.63056921,2.988348016,4.654840773,19.34071932,28.99116549,5.862702019,83288,3765469,39032.9859
Louisiana,1992,234.5851446,209.6578769,216.5013189,13.15671492,4.186315476,0.62901935,217.9459808,7.158309393,6.342654753,3.026423651,-24.92726771,0.11177598,36.21062422,1.963318474,3.323978946,116.6222755,52.79127396,7.034509676,102935,4293003,99939.65841
Maine,1992,21.80306029,40.71263793,20.1615422,0.670580721,0.789942398,0.18087969,19.97420505,0.911358135,0.39806035,0.519321474,18.90957764,0.000115285,1.692043837,1.805764891,3.05969418,5.497018028,7.91968411,0,27176,1238508,12099.0478
Maryland,1992,76.54607004,74.0372446,68.58031588,4.198127764,3.00148875,0.763298984,69.44218867,1.544546501,1.959696239,3.596799966,-2.508825443,0.002838667,25.08485821,4.050345377,6.804891882,7.170870865,26.11268564,0.218536698,134748,4923368,31578.82497
Massachusetts,1992,90.9231515,86.05057331,85.15115806,3.148736824,2.094424973,0.527415623,85.91721021,0.588792662,0.312225457,4.103507153,-4.872578198,0.001416026,24.35201499,8.97816781,16.59538129,6.766284087,29.22536204,0,186430,6028709,36093.17803
Michigan,1992,200.4663477,159.2200126,180.4669815,11.48854375,7.672391479,0.838430995,181.5143516,3.376389051,6.510891147,9.064715873,-41.24633506,0,64.58998894,11.08864656,23.77879357,29.06180594,52.19380507,0.801311527,235241,9479065,71964.57457
Minnesota,1992,101.8828506,128.5799083,81.60574751,7.479768938,12.31606035,0.481167698,82.81789784,0.555990372,15.82695824,2.681898053,26.69705762,0.000106126,28.20691128,5.061494375,8.555740654,13.2769076,27.71684393,0,126777,4495572,36325.24093
Mississippi,1992,59.18305892,19.35383599,49.33324983,4.855782703,4.669911317,0.324115064,50.42092371,1.110063647,6.224985388,1.427086172,-39.82922292,0,10.81344406,1.365497149,1.93157023,11.64738102,23.91854504,0.744486202,48317,2623734,27206.06833
Missouri,1992,128.9696785,110.6903175,105.5797939,11.2966904,11.16410849,0.929085768,105.0513624,3.906582813,16.07958875,3.932144529,-18.27936104,0,46.35014658,4.509613956,7.808515134,9.436435382,36.85136436,0.09528704,127857,5217101,37991.10938
Montana,1992,41.41139468,-27.54741133,31.35550371,6.158705429,3.516427827,0.380757717,33.02090234,0.75943095,7.281450319,0.349611074,-68.95880601,0,18.42450159,0.7733132,1.142657036,4.4608439,6.594032404,1.625554209,16566,825770,8722.959646
Nebraska,1992,56.03655894,48.72400502,33.53902695,9.813542163,12.50918561,0.174804218,33.52777547,0.947770037,20.91548864,0.645524796,-7.312553927,0,13.18098982,2.002470595,2.579237491,4.514495983,11.17521631,0.075365272,42242,1611687,13194.39782
Nevada,1992,36.83788527,27.81286667,34.26007126,1.425630865,0.98003767,0.17214548,34.16519942,0.856725213,1.378894199,0.437066439,-9.025018596,0,18.77568806,1.116364707,1.253016224,2.525464785,10.44625245,0.048413196,40564,1351367,10824.25159
New Hampshire,1992,15.61864174,10.76044338,14.49934743,0.539417389,0.479647526,0.100229395,14.8359411,0.111629767,0.159936865,0.51113401,-4.858198357,0,4.273981248,1.206086932,2.593224304,1.117612071,5.645036544,0,28486,1117784,6591.35261
New Jersey,1992,127.4753294,117.0561613,119.2938948,4.70264837,2.832415316,0.646370878,121.2102241,0.726302919,0.506376233,5.032426161,-10.41916809,0,12.72622841,11.50618862,16.98080499,19.5428612,60.45414085,0,256965,7880508,59409.89322
New Mexico,1992,61.75563327,56.2925169,51.09119039,8.330619288,2.123423904,0.210399688,56.61710888,0.509585162,3.964804097,0.664135132,-5.46311637,0,26.22476805,1.739906551,2.02508515,6.790987585,14.79268798,5.043673571,33855,1595442,14782.27358
New York,1992,226.3756167,209.8012655,201.7520649,16.43581815,6.436401149,1.725867955,204.6016488,2.6314669,5.132222181,13.98481427,-16.57435125,0.025464619,53.84196434,27.67565857,36.83362881,20.82075917,64.92329358,0.506344289,585395,18246653,94637.56657
North Carolina,1992,137.0821246,138.1586169,120.8326018,8.195491486,6.95108534,1.101785023,123.7948093,1.172287815,7.623515635,4.490350908,1.076492314,0.001160926,54.08659311,3.838335185,6.144495949,18.68946032,41.0359247,0,171223,6897214,53677.443
North Dakota,1992,52.81206569,51.72827004,43.47165691,3.801631484,5.402113524,0.136663768,44.52939206,0.242460769,7.755881157,0.28433171,-1.083795652,0,30.37295911,0.823160624,1.116612436,6.24409716,5.143780066,0.82878266,14176,638223,8282.093043
Ohio,1992,279.6142498,257.3666978,249.6820701,17.09962045,11.03519196,1.797297806,257.7591706,3.000368883,9.692421958,9.162218885,-22.24755201,0.000069464,112.6772397,11.18889242,22.49689905,48.15735201,58.19210867,5.046678822,275324,11029431,95910.75
Oklahoma,1992,120.7931466,111.7832394,96.2749308,16.99104588,7.086049512,0.441120367,101.8632167,3.331747915,12.90764692,2.690535008,-9.009907182,0,38.83718966,2.212009137,3.874180954,22.21156292,27.75625249,6.97202155,69025,3220517,33528.64225
Oregon,1992,44.51974102,-44.55968115,36.35726519,3.908197805,3.21557131,1.014495003,37.07615457,1.42204139,4.597524166,1.399809179,-89.07942217,0.024211711,4.539544937,1.689918277,1.952112022,6.264889446,22.62605101,0.00363888,68519,2991755,25250.30395
Pennsylvania,1992,301.0685016,277.9183277,270.7780598,22.14301572,6.809550135,1.306770514,283.0793868,5.373585685,6.346758842,6.237664906,-23.1501739,0.031105379,103.4251731,14.286119,25.82139081,62.75157103,63.86183221,12.93330061,298365,12049450,92636.92173
Rhode Island,1992,13.86685513,13.30182574,13.05736378,0.417534903,0.321499043,0.070449947,13.36934673,0.080935941,0.043384478,0.373180521,-0.565029387,7.46E-06,2.166918783,1.090570702,2.817462821,2.949197253,4.345197171,0,25370,1012581,6163.791384
South Carolina,1992,69.15364513,59.68428815,62.44361392,3.022457448,2.779069851,0.908077237,62.8807644,1.981741544,2.266789762,2.023922749,-9.46935698,0.000426674,21.91924065,1.574490085,2.211837085,13.8826057,23.29259089,0,78505,3620464,32916.41853
South Dakota,1992,24.41684666,24.24247197,12.43745306,6.175341516,5.739383227,0.064668854,12.66657578,0.445139133,10.98220214,0.322929602,-0.174374694,0,3.14244693,0.682507552,1.038321226,1.952434106,5.290880007,0.55998596,16279,712801,5454.14609
Tennessee,1992,121.1094145,62.16246026,106.9796022,7.718945,5.267779868,1.143087404,108.1152319,2.40601184,6.513498745,4.074672036,-58.94695422,0,46.00944363,3.60577144,3.806612229,20.09911106,34.36370931,0.230584191,123167,5049742,46212.37065
Texas,1992,699.4103135,679.1780463,617.5544502,55.57429247,22.88349324,3.307533241,639.2147341,9.077079174,38.78531017,12.24264573,-20.23226721,0.090544331,183.0156683,12.15785829,12.90866928,251.2833172,159.2188847,20.63033629,461816,17759738,264129.4944
Utah,1992,61.39376263,34.57582428,55.10762039,4.267287625,1.851861494,0.166993123,57.34450386,0.843928422,2.630781247,0.574549101,-26.81793835,0,29.82705074,1.590284024,2.776563057,9.088648849,11.88859617,2.173361021,39564,1836799,13901.19556
Vermont,1992,7.442459021,-3.908544415,6.157584131,0.687221189,0.481593904,0.116059798,6.397382753,0.122225996,0.883617671,0.039232601,-11.35100344,0,0.047996303,0.741603138,1.615542854,0.546945018,3.445295441,0,13562,572751,3485.378722
Virginia,1992,130.2508141,119.704239,99.23330027,25.04855857,5.206426996,0.750883962,116.7975179,2.113926013,5.293302684,6.034423231,-10.54657506,0.011644256,26.77251739,4.657851552,7.037032756,18.98815007,42.65773188,16.68423423,175795,6414307,50301.15324
Washington,1992,94.08631205,50.06105677,81.27684867,5.328411944,4.639846539,2.786630258,83.20396347,3.161428456,5.427940643,2.238404851,-44.02525528,0.054574637,10.23835847,2.77828313,3.613269877,18.48287942,48.01241261,0.078759959,150245,5160757,52223.60379
West Virginia,1992,127.6982973,116.9260194,98.47402084,27.27488602,1.46301232,0.486378097,123.6567807,1.3326291,1.235067672,1.473819823,-10.77227783,0,67.24204417,1.862838576,2.501205061,15.38127794,11.6962537,24.97316123,32880,1806451,17328.01047
Wisconsin,1992,108.0557647,77.93250865,87.96909124,12.09447093,7.486027549,0.506174992,89.69625123,0.9365618,12.5028281,4.920123593,-30.12325606,0,33.7494869,4.855228138,10.02238421,14.70258031,26.36657167,0,123617,5025398,38397.78016
Wyoming,1992,78.9312199,64.43470211,66.77760075,9.996174517,2.04645979,0.110984839,76.44625064,0.721246403,1.579994225,0.183728627,-14.49651778,0,43.01265675,0.752480133,0.776060719,11.96729021,5.808942186,14.12882065,14327,466251,10625.62852
United States,1992,6041.68516,5147.749151,5199.09969,507.5138223,298.1343573,36.39334024,5392.545034,98.43461341,382.2846406,167.876922,-893.9360091,0.543949503,1822.240548,229.9985401,363.8269487,1135.624939,1669.266119,171.5879401,6828525,256514224,2161833.677
Alabama,1993,151.8681474,82.92137335,127.7275245,18.15542574,5.302190294,0.662119797,138.1895139,4.199879865,5.796297765,3.661568811,-68.94677402,0.020887046,63.18732241,2.069875382,3.523073675,26.479585,31.24148918,11.68816824,91168,4214202,45543.39747
Alaska,1993,48.0195625,16.9429633,38.53626652,9.157801292,0.273269196,0.052094044,46.31739792,1.331116111,0.046548771,0.324368257,-31.0765992,0.000131442,2.32391515,2.57448469,1.762265529,18.52822272,11.23349479,9.895015034,26048,599432,15720.20185
Arizona,1993,77.52297313,87.26653558,69.74972988,3.767615609,3.047898143,0.957729491,70.85280421,1.672236767,3.465815981,1.532116165,9.743562454,0,36.76783464,1.752121506,1.780371922,3.967144848,26.49764546,0.087685841,94916,4065440,24930.74811
Arkansas,1993,67.95950928,22.34503091,52.26429183,7.932160289,7.431605076,0.331452082,53.16462186,1.395068756,11.70448124,1.695337423,-45.61447837,0,19.89611079,1.822495081,2.879388923,9.824771343,17.9008183,0.841037424,50756,2456303,23933.87804
California,1993,404.0794472,376.9349208,350.6863187,30.92922415,19.05448631,3.308017125,360.9762178,7.92935278,21.5737715,13.49870424,-27.14452632,0.101400855,42.04943507,15.61301367,29.29414389,70.82015325,198.995053,4.204418848,888070,31274928,180400.8248
Colorado,1993,89.22533282,78.66058931,73.01348344,10.27629797,5.499949616,0.435601793,78.71539197,1.177327738,8.690671762,0.641941353,-10.56474351,0,32.28706739,4.293760426,6.209849875,8.121832787,22.74863687,5.05424462,103457,3613734,26521.49662
Connecticut,1993,41.74675579,37.9871421,38.85098693,1.331724828,1.243366471,0.32067756,39.41518676,0.354090511,0.329961775,1.647516748,-3.759613689,0,7.363137592,3.843657536,9.045412852,3.395851198,15.76712758,0,118315,3309175,19916.35984
Delaware,1993,20.26845132,20.4353951,18.98561634,0.362930172,0.816536408,0.103368405,19.24865355,0.109206559,0.60652504,0.304066168,0.166943777,0,7.541554987,0.692029377,1.194890265,4.654529836,5.16564909,0,26946,706378,6776.267107
District Of Columbia,1993,4.864408678,4.790212644,4.561490673,0.067169675,0.140236531,0.095511799,4.706824386,0.102617925,0,0.054966367,-0.074196033,0,0.224389549,1.449435263,1.001104096,0.02381012,2.008085358,0,51310,595301,4876.798577
Florida,1993,218.742664,229.0360868,196.9471778,11.78739807,8.307194557,1.675629384,198.503914,3.479544936,7.055520759,9.678420148,10.29342289,0.025264125,93.74720877,4.796336887,1.742100104,14.55313022,83.57088529,0.094252721,329410,13927185,84251.71202
Georgia,1993,154.6398605,107.9609248,141.5558755,6.337161019,5.811381484,0.935266864,143.7392378,2.376707501,5.149315483,3.374424086,-46.67893573,0.000175666,57.62695156,4.060471468,7.50347128,18.36335758,56.1849859,0,184789,6978240,61036.97952
Hawaii,1993,20.87145125,20.61309132,19.13665364,1.003670314,0.613691609,0.102619372,18.95526646,0.307241253,0.563579351,1.030547867,-0.258359928,0.014816314,7.027240792,0.334956299,0.04152901,1.845781288,9.705759071,0,40152,1172838,7133.72311
Idaho,1993,21.06954107,-11.60051141,13.12687781,3.678434498,3.974361465,0.289867296,13.01609599,0.904263799,6.748795964,0.400385314,-32.67005248,0,0.002539634,0.846629753,1.028219867,3.514581188,7.624125549,0,23940,1108768,10979.38019
Illinois,1993,248.7322769,238.4027805,207.5053015,19.16691172,20.7592701,1.300785186,212.7852624,3.827903725,21.10687946,11.0122229,-10.32949641,8.47E-06,63.95533547,12.60271656,28.3901752,44.43377745,59.47934629,3.923911417,343470,11809579,94042.17615
Indiana,1993,226.2443058,212.2531866,204.4318515,7.775425895,12.69405788,1.342970568,206.0492791,3.515529781,12.73436357,3.945133357,-13.99111927,0,97.19304619,5.77897669,10.97013857,47.43486707,43.57699675,1.095253847,140645,5739019,64744.89571
Iowa,1993,99.09607706,90.57932337,69.91971589,11.74302536,17.0885426,0.344793212,69.7350649,1.754179417,25.88342767,1.72340507,-8.516753691,0,28.52298288,3.317335112,5.88852063,14.84868199,17.15192066,0.005623632,66913,2836972,26131.70956
Kansas,1993,101.2512233,92.21485787,74.92107424,14.13526734,11.88447162,0.310410054,77.93108751,2.87198192,18.94444714,1.503706685,-9.036365379,0,30.06952561,3.335152322,4.796476892,16.25537591,19.03510678,4.439449998,63516,2556547,27128.27724
Kentucky,1993,155.5921463,136.9005271,134.301006,13.9809185,6.123921951,1.186299893,141.7039556,2.200147033,8.2849483,3.40309537,-18.6916192,0,76.83634701,3.052193446,4.997164037,20.03212224,30.43394652,6.352182362,85810,3812206,40043.66535
Louisiana,1993,239.3269336,215.1352094,220.6897238,13.4244943,4.440228991,0.687602833,222.9182457,6.788883189,6.205205293,3.329715722,-24.19172423,0.084883672,37.97520455,1.789473342,3.321738007,119.5276875,52.85024861,7.453893676,105296,4316428,101687.8287
Maine,1993,21.55711834,40.81633428,19.84093121,0.686227242,0.813660315,0.216195556,19.57161976,1.018060541,0.423815316,0.543518712,19.25921594,0.000104017,1.361567342,1.784343973,3.178269588,5.191431516,8.056007337,0,27337,1242302,12228.97682
Maryland,1993,78.97987715,76.42136132,70.87713643,4.167483395,3.110993818,0.822346554,71.79104315,1.407945729,1.995345199,3.783626122,-2.558515827,0.001916948,27.35816562,3.929398991,7.188933513,7.095488125,26.11358223,0.105474678,137003,4971889,32824.69207
Massachusetts,1993,88.58503022,83.6572634,82.73577181,3.111691075,2.111705145,0.625094288,83.25585553,0.77081845,0.330316876,4.227271465,-4.927766819,0.0007679,21.93377533,8.036134008,16.71728806,6.962440941,29.60621719,0,187751,6060569,36225.19861
Michigan,1993,202.9422918,212.6082313,181.9749346,11.36093422,8.619986278,0.986436712,183.1147607,3.51306855,7.439937487,8.874525064,9.665939505,0,65.5323568,11.24449767,24.54929691,25.38648769,55.43163152,0.970490158,242175,9540114,71949.17763
Minnesota,1993,106.7916682,133.277664,86.42923136,7.575438399,12.23628537,0.550522584,87.6787779,0.713417921,15.77338642,2.625895486,26.4859958,0.00019049,29.95311577,5.343290612,9.220615621,13.79880835,29.36294754,0,127067,4555954,37541.90172
Mississippi,1993,61.59633569,14.74455779,51.64667285,4.879138446,4.707350801,0.36317359,52.71832485,1.143876211,6.288177227,1.445957403,-46.8517779,0,13.47314355,1.339559324,2.074806988,11.08993089,24.07878783,0.662096271,50440,2655100,27444.35554
